participant_id	task	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-054	remember	9	4	691287305	691287035	6	7	111111001
sub-054	remember	13	5	8130624795946	8130949	4	4	1111000000000
sub-054	remember	5	6	82017	82017	5	5	11111
sub-054	remember	5	7	50427	50427	5	5	11111
sub-054	remember	13	8	7318452906710	n/a	0	0	0000000000000
sub-054	remember	5	9	71502	71502	5	5	11111
sub-054	remember	9	10	425167389	421567	2	4	110011000
sub-054	remember	5	11	28369	28369	5	5	11111
sub-054	remember	13	12	7028531496873	7013618	2	2	1100000000000
sub-054	remember	13	13	7512089634639	70125	1	3	1011000000000
sub-054	remember	9	14	436528190	4635281906	1	7	100111111
sub-054	remember	9	15	036589714	03698914	3	5	111011000
sub-054	remember	5	22	14670	14670	5	5	11111
sub-054	remember	13	23	8462019375802	8462013579806	6	9	1111110010110
sub-054	remember	5	24	91720	91270	2	3	11001
sub-054	remember	9	25	387502641	3812036	2	4	110010100
sub-054	remember	9	26	825436109	825436021	6	6	111111000
sub-054	remember	9	27	145630279	146034	2	3	110010000
sub-054	remember	13	28	0964527183274	89165024	0	2	0100100000000
sub-054	remember	13	29	0791435682632	079145369	5	6	1111100100000
sub-054	remember	13	30	1920453768409	194530698	2	2	1100000000000
sub-054	remember	5	31	61375	61375	5	5	11111
sub-054	remember	9	32	391482570	398412	2	4	110101000
sub-054	remember	5	33	85794	87594	1	3	10011
sub-054	remember	13	40	6703248915761	57034891	0	3	0111000000000
sub-054	remember	9	41	827493051	829704	2	2	110000000
sub-054	remember	5	42	89206	89206	5	5	11111
sub-054	remember	9	43	073819526	8796	0	1	010000000
sub-054	remember	9	44	805791463	8904519	1	2	100001000
sub-054	remember	9	45	840361527	840651434	3	4	111001000
sub-054	remember	13	46	3540681297594	3570	2	3	1101000000000
sub-054	remember	13	47	1078564392572	10654	2	2	1100000000000
sub-054	remember	5	48	02576	02576	5	5	11111
sub-054	remember	5	49	32169	32169	5	5	11111
sub-054	remember	13	50	4895130672321	490361	1	1	1000000000000
sub-054	remember	5	51	29741	29741	5	5	11111
sub-054	remember	5	58	48069	48069	5	5	11111
sub-054	remember	9	59	836295710	8936591	1	1	100000000
sub-054	remember	5	60	16780	16780	5	5	11111
sub-054	remember	13	61	1958437026196	19480169	2	3	1101000000000
sub-054	remember	9	62	154086293	15480293	3	3	111000000
sub-054	remember	5	63	53827	53827	5	5	11111
sub-054	remember	9	64	082693417	082693417	9	9	111111111
sub-054	remember	5	65	37410	37140	2	3	11001
sub-054	remember	9	66	580962471	580691407	3	4	111000100
sub-054	remember	13	67	3105294678479	310596	4	4	1111000000000
sub-054	remember	13	68	4315862709678	41902687	1	3	1000010100000
sub-054	remember	13	69	3869457120473	3896540	2	2	1100000000000
sub-054	remember	9	76	830291546	830912546	3	6	111000111
