participant_id	task	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-051	remember	5	4	93706	93706	5	5	11111
sub-051	remember	9	5	608127493	60812794	6	6	111111000
sub-051	remember	13	6	8457902613082	54897	0	1	0100000000000
sub-051	remember	9	7	164038752	16408754	4	4	111100000
sub-051	remember	5	8	95086	95086	5	5	11111
sub-051	remember	13	9	1573460892970	15340768	2	3	1100000100000
sub-051	remember	13	10	7534092618526	730459248	1	4	1001011000000
sub-051	remember	9	11	125706439	12563409	3	3	111000000
sub-051	remember	9	12	059614723	0519460	2	2	110000000
sub-051	remember	5	13	65423	654321	3	3	11100
sub-051	remember	13	14	6873014925654	6785	1	1	1000000000000
sub-051	remember	5	15	78153	78153	5	5	11111
sub-051	remember	9	22	320786491	32078491	5	5	111110000
sub-051	remember	13	23	0935267814865	0931658	3	3	1110000000000
sub-051	remember	13	24	3942018576912	391602	2	3	1100100000000
sub-051	remember	5	25	58479	58479	5	5	11111
sub-051	remember	5	26	89274	89274	5	5	11111
sub-051	remember	9	27	237615049	23175604	2	4	110000110
sub-051	remember	9	28	751408629	751629	3	3	111000000
sub-051	remember	13	29	1584632970802	158463	6	6	1111110000000
sub-051	remember	5	30	27538	27538	5	5	11111
sub-051	remember	13	31	1620583479013	1620589	6	6	1111110000000
sub-051	remember	9	32	612054793	61205479	8	8	111111110
sub-051	remember	5	33	31564	31564	5	5	11111
sub-051	remember	9	40	692830174	69283174	5	5	111110000
sub-051	remember	5	41	76985	76985	5	5	11111
sub-051	remember	13	42	8345269017593	8365179	2	4	1101001000000
sub-051	remember	9	43	196028347	1960268	5	5	111110000
sub-051	remember	9	44	328017546	3280178	6	6	111111000
sub-051	remember	9	45	059763824	0059738	1	3	100001100
sub-051	remember	5	46	64310	64310	5	5	11111
sub-051	remember	13	47	1205984367825	120598492	7	7	1111111000000
sub-051	remember	5	48	78104	78104	5	5	11111
sub-051	remember	5	49	79341	79341	5	5	11111
sub-051	remember	13	50	6294531087349	92549	0	2	0101000000000
sub-051	remember	13	51	1283460957342	12836492	4	4	1111000000000
sub-051	remember	9	58	526981073	5267892	3	4	111010000
sub-051	remember	5	59	39021	39021	5	5	11111
sub-051	remember	13	60	5804319276912	3192	0	0	0000000000000
sub-051	remember	9	61	123548690	12354689	5	6	111110010
sub-051	remember	13	62	1203786495203	1286408	2	2	1100000000000
sub-051	remember	5	63	32789	32789	5	5	11111
sub-051	remember	5	64	72961	72961	5	5	11111
sub-051	remember	13	65	1480253769287	148078	4	4	1111000000000
sub-051	remember	5	66	89305	89305	5	5	11111
sub-051	remember	9	67	891745236	891745	6	6	111111000
sub-051	remember	9	68	871294035	87129405	7	7	111111100
sub-051	remember	13	69	3491257680901	349125709	7	7	1111111000000
sub-051	remember	13	76	4091637258018	63917280	0	2	0011000000000
sub-051	remember	9	77	452167890	45216789	8	8	111111110
sub-051	remember	13	78	3947526018463	39752686	2	2	1100000000000
sub-051	remember	5	79	20746	20746	5	5	11111
sub-051	remember	5	80	90658	90658	5	5	11111
sub-051	remember	9	81	026394871	0268912	3	4	111010000
sub-051	remember	13	82	8521374609138	75213475	0	4	0111100000000
sub-051	remember	9	83	539167280	5319870	2	3	110001000
sub-051	remember	5	84	71839	71839	5	5	11111
sub-051	remember	13	85	7923468501812	7923468812	7	7	1111111000000
sub-051	remember	5	86	46198	46198	5	5	11111
sub-051	remember	9	87	475831026	47583106	7	7	111111100
sub-051	remember	13	94	8029467315195	8029467131	7	7	1111111000000
sub-051	remember	13	95	6728540193213	6728541	6	6	1111110000000
sub-051	remember	5	96	48320	481320	2	2	11000
sub-051	remember	13	97	1867542930496	18675490	6	6	1111110000000
sub-051	remember	9	98	421580673	42158067	8	8	111111110
sub-051	remember	9	99	642538079	6425389	6	6	111111000
sub-051	remember	5	100	23965	23965	5	5	11111
sub-051	remember	13	101	0519384267612	0519346769	5	6	1111100010000
sub-051	remember	9	102	398547012	3985470	7	7	111111100
sub-051	remember	5	103	70526	70526	5	5	11111
sub-051	remember	5	104	14758	14758	5	5	11111
sub-051	remember	9	105	476125893	476	3	3	111000000
sub-051	remember	13	112	3687142950981	1456819	0	0	0000000000000
sub-051	remember	9	113	491638507	49163859	7	7	111111100
sub-051	remember	9	114	758940236	75894029	7	7	111111100
sub-051	remember	5	115	60542	60542	5	5	11111
sub-051	remember	5	116	06421	06421	5	5	11111
sub-051	remember	13	117	7509816234253	75092342	4	5	1111000100000
sub-051	remember	9	118	685370214	68537024	7	7	111111100
sub-051	remember	13	119	3869257041402	38756920	2	3	1100000100000
sub-051	remember	5	120	18975	18975	5	5	11111
sub-051	remember	13	121	7942061853715	7942608595	4	4	1111000000000
sub-051	remember	5	122	82564	82564	5	5	11111
sub-051	remember	9	123	816057243	8157640	2	2	110000000
sub-051	remember	9	130	316904785	31690485	6	6	111111000
sub-051	remember	13	131	4392501678982	439052868	3	5	1110100100000
sub-051	remember	9	132	356470129	356470129	9	9	111111111
sub-051	remember	5	133	75043	75043	5	5	11111
sub-051	remember	13	134	8425613790974	816524379	1	5	1001001110000
sub-051	remember	13	135	0675213849659	067521359	7	7	1111111000000
sub-051	remember	9	136	607984352	60798452	6	6	111111000
sub-051	remember	5	137	76285	76285	5	5	11111
sub-051	remember	5	138	96728	96728	5	5	11111
sub-051	remember	9	139	596874103	5984710	2	3	110010000
sub-051	remember	13	140	2316095487351	2316059	5	5	1111100000000
sub-051	remember	5	141	48057	48057	5	5	11111
sub-051	remember	9	148	169523874	1692374	3	3	111000000
sub-051	remember	5	149	81034	81034	5	5	11111
sub-051	remember	5	150	07529	07529	5	5	11111
sub-051	remember	13	151	2871059346903	2871059349	9	9	1111111110000
sub-051	remember	13	152	7435891602049	75348915	1	5	1010111000000
sub-051	remember	13	153	7941683052592	79416829	6	6	1111110000000
sub-051	remember	9	154	312875490	31752809	2	3	110000010
sub-051	remember	9	155	647298315	64729842	6	6	111111000
sub-051	remember	5	156	23507	23507	5	5	11111
sub-051	remember	9	157	159426073	15942604	7	7	111111100
sub-051	remember	13	158	6902458371603	69025479	4	4	1111000000000
sub-051	remember	5	159	27396	27396	5	5	11111
