participant_id	task	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-039	remember	5	4	05761	05763	4	4	11110
sub-039	remember	13	5	7594608123806	75046091	2	6	1101110100000
sub-039	remember	9	6	862397015	867239102	2	2	110000000
sub-039	remember	5	7	84961	84961	5	5	11111
sub-039	remember	5	8	43150	43150	5	5	11111
sub-039	remember	9	9	012793845	012378945	3	5	111000011
sub-039	remember	13	10	7943521068426	7943521064	9	9	1111111110000
sub-039	remember	13	11	3216758490370	3217659490	3	7	1110010111000
sub-039	remember	5	12	08264	08264	5	5	11111
sub-039	remember	9	13	953427610	975324610	1	5	100010111
sub-039	remember	9	14	370548619	37054619	5	5	111110000
sub-039	remember	13	15	5916087234749	5908740149	2	2	1100000000000
sub-039	remember	9	22	670291538	679067059318	2	2	110000000
sub-039	remember	5	23	18604	18604	5	5	11111
sub-039	remember	5	24	50236	50236	5	5	11111
sub-039	remember	13	25	5987312406164	597810346	2	3	1100000100000
sub-039	remember	5	26	48071	48071	5	5	11111
sub-039	remember	5	27	10526	10526	5	5	11111
sub-039	remember	13	28	2547936801390	254678910	3	4	1110000010000
sub-039	remember	13	29	0769234518205	07692345	8	8	1111111100000
sub-039	remember	9	30	569438207	5694328097	5	6	111110010
sub-039	remember	9	31	879143625	879143625	9	9	111111111
sub-039	remember	13	32	1438729065987	143872905	8	8	1111111100000
sub-039	remember	9	33	102739854	102379054	3	6	111001011
sub-039	remember	9	40	480715236	48071526	7	7	111111100
sub-039	remember	5	41	09856	09856	5	5	11111
sub-039	remember	13	42	7083546129702	708346129082	4	4	1111000000000
sub-039	remember	9	43	294850736	29480536	4	4	111100000
sub-039	remember	13	44	7035461982981	7605498	1	3	1001100000000
sub-039	remember	9	45	208574963	208753496	3	3	111000000
sub-039	remember	5	46	90452	90452	5	5	11111
sub-039	remember	9	47	285491063	289405913	2	4	110100001
sub-039	remember	13	48	3954207186762	39205491	2	3	1100000100000
sub-039	remember	13	49	8270345961509	824567	2	2	1100000000000
sub-039	remember	5	50	59314	59314	5	5	11111
sub-039	remember	5	51	19286	19286	5	5	11111
sub-039	remember	5	58	69173	69173	5	5	11111
sub-039	remember	13	59	6903418752036	6903487106	5	5	1111100000000
sub-039	remember	13	60	9654083712013	960438710	2	4	1101010000000
sub-039	remember	9	61	312945867	312945687	6	7	111111001
sub-039	remember	5	62	59861	598761	3	3	11100
sub-039	remember	5	63	70531	70531	5	5	11111
sub-039	remember	9	64	971465803	9746580163	2	2	110000000
sub-039	remember	9	65	752613849	751263846139	2	5	110001110
sub-039	remember	13	66	2798413650694	2794136045	3	3	1110000000000
sub-039	remember	9	67	512367849	5126849	3	3	111000000
sub-039	remember	13	68	1023745986268	102374598	9	9	1111111110000
sub-039	remember	5	69	15976	15976	5	5	11111
sub-039	remember	9	76	728061493	728061493	9	9	111111111
sub-039	remember	13	77	2971384065957	2704971359	1	1	1000000000000
sub-039	remember	9	78	621307894	69213078964	1	1	100000000
sub-039	remember	9	79	304716295	39740125	1	2	100000100
